-2545.000000,-7787.000000,-1870.000000,3305.000000,8153.000000,-1525.000000,-122.000000,-324.000000,398.000000
-1619.000000,-10689.000000,-1650.000000,2347.000000,7128.000000,-352.000000,-136.000000,-326.000000,398.000000
-771.000000,-14774.000000,-2508.000000,743.000000,5905.000000,-787.000000,-142.000000,-316.000000,366.000000
-2659.000000,-5985.000000,-1871.000000,-3660.000000,4918.000000,1176.000000,-142.000000,-308.000000,322.000000
-3154.000000,-7145.000000,-4137.000000,-487.000000,4193.000000,-265.000000,-140.000000,-308.000000,328.000000
-2070.000000,-8744.000000,-6631.000000,-2626.000000,2749.000000,-2058.000000,-155.000000,-299.000000,307.000000
-2006.000000,861.000000,-9626.000000,1278.000000,1270.000000,-3437.000000,-164.000000,-282.000000,296.000000
-3151.000000,2712.000000,-10094.000000,7658.000000,1009.000000,-3801.000000,-211.000000,-241.000000,315.000000
-1123.000000,-1691.000000,-9178.000000,10502.000000,1511.000000,-3982.000000,-235.000000,-179.000000,355.000000
-434.000000,560.000000,-8510.000000,10161.000000,-23.000000,-4023.000000,-241.000000,-127.000000,343.000000
449.000000,2557.000000,-7587.000000,10134.000000,-1791.000000,-4586.000000,-247.000000,-73.000000,351.000000
-588.000000,6527.000000,-7651.000000,7842.000000,-4246.000000,-4963.000000,-231.000000,-37.000000,361.000000
-314.000000,9777.000000,-8217.000000,8522.000000,-4401.000000,-9336.000000,-222.000000,10.000000,396.000000
1565.000000,9215.000000,-7783.000000,7746.000000,-5438.000000,-9593.000000,-192.000000,52.000000,436.000000
3354.000000,9978.000000,-6806.000000,7761.000000,-5876.000000,-10976.000000,-141.000000,83.000000,473.000000
3311.000000,13305.000000,-3878.000000,6542.000000,-6083.000000,-10168.000000,-79.000000,77.000000,509.000000
4607.000000,12719.000000,-1688.000000,2010.000000,-5854.000000,-11058.000000,-17.000000,73.000000,523.000000
6061.000000,10591.000000,-2875.000000,-4487.000000,-7161.000000,-9028.000000,30.000000,50.000000,524.000000
6332.000000,9299.000000,-6675.000000,-7783.000000,-6201.000000,-8744.000000,85.000000,29.000000,527.000000
9828.000000,6810.000000,-7595.000000,-4467.000000,-5124.000000,-8530.000000,141.000000,-9.000000,497.000000
10666.000000,1997.000000,-9701.000000,-7074.000000,-5624.000000,-664.000000,175.000000,-93.000000,465.000000
9562.000000,3691.000000,-10473.000000,-3822.000000,-2805.000000,-1233.000000,183.000000,-173.000000,461.000000
9266.000000,3489.000000,-10037.000000,-541.000000,-1710.000000,4530.000000,154.000000,-252.000000,410.000000
6575.000000,2691.000000,-10186.000000,927.000000,-652.000000,6969.000000,127.000000,-309.000000,359.000000
5994.000000,-2090.000000,-11723.000000,2611.000000,-1679.000000,8976.000000,73.000000,-327.000000,291.000000
4701.000000,-4171.000000,-11889.000000,5484.000000,-3073.000000,12191.000000,7.000000,-327.000000,259.000000
3037.000000,-5709.000000,-11031.000000,6379.000000,-3234.000000,12363.000000,-50.000000,-312.000000,238.000000
922.000000,-5976.000000,-8693.000000,7118.000000,-2035.000000,11706.000000,-71.000000,-283.000000,219.000000
355.000000,-8412.000000,-6871.000000,6777.000000,-107.000000,9534.000000,-85.000000,-261.000000,217.000000
-216.000000,-10809.000000,-5488.000000,550.000000,-2192.000000,11470.000000,-75.000000,-239.000000,199.000000
-1754.000000,-14220.000000,-8579.000000,-1537.000000,-1231.000000,9813.000000,-32.000000,-244.000000,184.000000
-477.000000,-16141.000000,-10129.000000,-3856.000000,-617.000000,6894.000000,13.000000,-249.000000,179.000000
-973.000000,-13079.000000,-9720.000000,-4525.000000,1198.000000,3306.000000,44.000000,-264.000000,204.000000
-1000.000000,-7983.000000,-9293.000000,-5039.000000,1464.000000,658.000000,71.000000,-285.000000,227.000000
116.000000,-3773.000000,-9711.000000,-1731.000000,2093.000000,-2117.000000,45.000000,-309.000000,245.000000
1962.000000,3736.000000,-7455.000000,70.000000,3473.000000,-3349.000000,-2.000000,-330.000000,248.000000
1104.000000,10600.000000,-5377.000000,486.000000,3576.000000,-3911.000000,-55.000000,-313.000000,255.000000
-1087.000000,10729.000000,-4079.000000,3370.000000,3144.000000,-3438.000000,-121.000000,-293.000000,269.000000
-4823.000000,9665.000000,-5019.000000,1471.000000,2658.000000,-4359.000000,-164.000000,-298.000000,314.000000
-7903.000000,7876.000000,-7048.000000,4703.000000,1236.000000,-6120.000000,-199.000000,-269.000000,387.000000
-9831.000000,5810.000000,-6494.000000,8173.000000,24.000000,-6921.000000,-215.000000,-215.000000,453.000000
-13260.000000,6211.000000,-3127.000000,7112.000000,-1986.000000,-10517.000000,-225.000000,-163.000000,507.000000
-13390.000000,7540.000000,-2045.000000,-173.000000,-3436.000000,-14713.000000,-207.000000,-91.000000,535.000000
