0.024038,0.068720,1.102150,-0.078425,0.018583,1.077619
0.026494,0.034098,1.089256,-0.078176,-0.019883,1.078655
0.026663,0.025813,1.091577,-0.080102,-0.032458,1.080521
0.027039,0.027282,1.088035,-0.081966,-0.033444,1.079379
0.027833,0.030969,1.081856,-0.079926,-0.030769,1.076757
0.027900,0.043021,1.088933,-0.076708,-0.019023,1.078227
0.026415,0.082358,1.092754,-0.077064,0.019629,1.073055
0.024778,0.124080,1.101866,-0.077992,0.062468,1.071471
0.020947,0.180602,1.120202,-0.077959,0.120259,1.068319
0.017260,0.241193,1.128476,-0.077732,0.185708,1.060839
0.012874,0.290840,1.154424,-0.078075,0.242374,1.063310
0.011130,0.302602,1.166157,-0.078341,0.259172,1.065321
0.015238,0.279526,1.180431,-0.079348,0.239918,1.084116
0.015735,0.247590,1.175132,-0.078878,0.207043,1.083546
0.017165,0.217318,1.169930,-0.079024,0.177069,1.084316
0.019114,0.165424,1.142529,-0.078046,0.124057,1.080357
0.021585,0.113838,1.120463,-0.077922,0.068132,1.077805
0.023881,0.072709,1.098312,-0.078646,0.022156,1.074636
0.026397,0.036664,1.083139,-0.078324,-0.017624,1.075105
0.026965,0.024166,1.073625,-0.079582,-0.035147,1.072501
0.027459,0.024712,1.072564,-0.080027,-0.035877,1.073682
0.028390,0.027300,1.059353,-0.079192,-0.035064,1.069044
0.028921,0.033535,1.058017,-0.080054,-0.031270,1.069562
0.028461,0.054776,1.077266,-0.081584,-0.012481,1.076519
0.024907,0.117479,1.100132,-0.079986,0.053025,1.077632
0.020845,0.186989,1.120248,-0.078367,0.126232,1.074462
0.016274,0.251152,1.141116,-0.080544,0.196047,1.072670
0.013208,0.289405,1.154843,-0.081796,0.238506,1.070969
0.013375,0.289511,1.170443,-0.082773,0.247707,1.081072
0.013225,0.259813,1.165003,-0.083781,0.217773,1.081087
0.014029,0.230186,1.153931,-0.084319,0.185445,1.078243
0.016026,0.197175,1.155752,-0.083289,0.152767,1.084185
0.018212,0.163141,1.151573,-0.079405,0.119535,1.087660
0.020435,0.120539,1.133258,-0.078069,0.075163,1.086496
0.023135,0.073104,1.121525,-0.081207,0.022825,1.089933
0.025677,0.033555,1.111711,-0.081549,-0.021381,1.092459
0.026447,0.022488,1.109855,-0.082432,-0.036414,1.092669
0.026701,0.022170,1.102706,-0.083276,-0.038544,1.089882
0.027536,0.023310,1.090916,-0.084377,-0.039796,1.085173
0.028906,0.026283,1.083720,-0.082623,-0.037680,1.082960
0.029597,0.035960,1.077808,-0.080633,-0.029319,1.079737
0.028604,0.068903,1.092690,-0.080706,0.005256,1.082801
0.025525,0.120233,1.108747,-0.080084,0.058443,1.080947
0.021297,0.183453,1.123392,-0.081029,0.125307,1.076361
0.016819,0.244558,1.141936,-0.084046,0.188058,1.071174
0.013200,0.289316,1.155285,-0.084818,0.238053,1.068241
0.011794,0.311978,1.174230,-0.082531,0.269950,1.074150
0.012995,0.279669,1.157566,-0.082014,0.240722,1.073341
0.014815,0.243797,1.150338,-0.080705,0.204476,1.074981
0.015689,0.208932,1.135664,-0.080335,0.167965,1.072306
0.018465,0.149718,1.120982,-0.077889,0.108318,1.076442
0.021217,0.096186,1.110468,-0.078173,0.050304,1.080722
0.024118,0.054714,1.103266,-0.075995,0.005323,1.084746
0.025914,0.025301,1.093400,-0.078309,-0.030696,1.084671
0.026084,0.025457,1.091853,-0.080586,-0.033080,1.084745
0.026434,0.027479,1.095954,-0.082679,-0.033255,1.087243
0.026773,0.032267,1.097593,-0.084859,-0.031242,1.087703
0.026536,0.048922,1.094542,-0.085012,-0.017820,1.082538
0.024019,0.096402,1.103688,-0.087589,0.029578,1.077985
0.021190,0.147701,1.118263,-0.088320,0.082890,1.076104
0.018735,0.191650,1.135453,-0.088468,0.130668,1.076017
0.015342,0.240115,1.150895,-0.086637,0.183053,1.072953
0.013243,0.269981,1.163526,-0.088379,0.218922,1.073386
0.013600,0.261085,1.172988,-0.085564,0.216163,1.079538
0.014466,0.237376,1.168056,-0.084037,0.194465,1.080265
0.015812,0.205046,1.153804,-0.083101,0.161208,1.077494
0.018207,0.160356,1.134672,-0.078976,0.117352,1.077182
0.020968,0.115878,1.116817,-0.080672,0.069565,1.077561
0.024075,0.062688,1.098906,-0.078934,0.012891,1.079725
0.026761,0.019183,1.082689,-0.078987,-0.036413,1.080509
0.026907,0.016737,1.086748,-0.080256,-0.040337,1.084213
0.027543,0.016618,1.086774,-0.080725,-0.040737,1.086754
0.028811,0.018498,1.083079,-0.079674,-0.038732,1.087612
0.029444,0.027369,1.089066,-0.080805,-0.030501,1.091395
0.025946,0.085418,1.094644,-0.080865,0.025031,1.080617
0.024044,0.118111,1.101785,-0.083377,0.058640,1.079066
