-0.000165,-0.000329,0.000052,-0.045860,0.113608,9.814568,16.036630,-22.319697,37.965155,0.887869,0.003863,0.004723,0.460056
-0.000165,0.000203,-0.001013,-0.048592,0.110004,9.797785,16.312461,-23.668036,36.218801,0.887564,0.003821,0.004740,0.460645
-0.000697,-0.000329,0.000052,-0.039274,0.106343,9.824159,15.789732,-23.308672,38.570613,0.888265,0.003841,0.004723,0.459290
0.000368,0.000203,0.000585,-0.050407,0.107544,9.830153,16.908630,-23.688638,39.283103,0.889590,0.003846,0.004808,0.456719
-0.000165,0.000203,0.000585,-0.046619,0.106340,9.826557,17.569309,-22.688653,38.265683,0.889842,0.003885,0.004794,0.456227
0.000901,0.000203,0.000585,-0.044889,0.116019,9.819364,16.925975,-21.342799,39.646353,0.887964,0.003906,0.004836,0.459872
-0.000165,-0.000329,0.000585,-0.053354,0.112393,9.819364,17.775723,-24.049779,37.685796,0.884997,0.003794,0.004870,0.465555
0.000368,-0.000329,0.000052,-0.055067,0.108756,9.827756,16.367498,-23.104841,38.728185,0.883252,0.003791,0.004857,0.468858
0.000368,0.000203,0.000052,-0.048561,0.111184,9.819364,15.074969,-22.138593,37.826460,0.882289,0.003835,0.004821,0.470669
-0.000697,0.000203,0.000052,-0.036540,0.111184,9.819364,15.228358,-23.899925,38.028481,0.882187,0.003837,0.004807,0.470859
0.000368,-0.000329,0.000052,-0.051180,0.109971,9.822960,15.431874,-24.090262,37.824631,0.883797,0.003798,0.004892,0.467830
0.000901,-0.000862,0.000052,-0.053502,0.116014,9.822960,16.614396,-22.115865,38.122726,0.885615,0.003830,0.004869,0.464378
-0.000165,0.000203,-0.001013,-0.044922,0.108768,9.818165,15.385596,-24.098786,38.602276,0.883586,0.003765,0.004850,0.468228
0.000368,0.000203,0.000585,-0.052399,0.103929,9.821761,14.851211,-23.123306,38.043096,0.885432,0.003779,0.004871,0.464728
0.000368,-0.000329,0.000585,-0.052284,0.112390,9.821761,16.557520,-24.078544,38.532859,0.887555,0.003879,0.004836,0.460661
0.000901,-0.000329,0.000585,-0.047426,0.120849,9.822960,15.812871,-23.304410,38.181791,0.888358,0.003895,0.004801,0.459110
0.000368,-0.001395,0.000052,-0.052118,0.105144,9.816966,16.380993,-22.321474,38.719661,0.889675,0.003790,0.004776,0.456554
0.000368,-0.000329,-0.000480,-0.048430,0.116020,9.818165,16.915378,-23.296954,39.278841,0.889215,0.003822,0.004793,0.457449
0.000368,0.000203,0.000585,-0.047078,0.102733,9.812171,15.077867,-23.309381,37.450424,0.888914,0.003749,0.004791,0.458033
0.000368,0.000203,0.000585,-0.044938,0.112393,9.819364,17.789217,-23.266412,37.677272,0.891566,0.003816,0.004795,0.452849
0.000901,-0.000329,0.000585,-0.046405,0.112386,9.824159,17.379287,-21.714949,38.461009,0.890407,0.003743,0.004830,0.455124
0.000368,0.000203,-0.000480,-0.057601,0.105156,9.807375,16.584509,-22.511811,38.515811,0.887735,0.003632,0.004878,0.460315
-0.000165,-0.000329,-0.000480,-0.048331,0.113606,9.815767,16.837202,-23.864412,37.158280,0.886698,0.003688,0.004830,0.462310
-0.000165,-0.000329,0.000052,-0.056417,0.102711,9.828955,15.094258,-23.696802,37.065863,0.886568,0.003629,0.004844,0.462559
0.000368,-0.000329,0.000052,-0.055873,0.108765,9.820563,16.801521,-21.918781,38.303437,0.889101,0.003747,0.004795,0.457671
0.000368,-0.000329,0.000052,-0.050506,0.105125,9.831352,15.736706,-23.708880,39.352520,0.887322,0.003766,0.004760,0.461110
