0.052199,-0.004261,0.241286,1.402305,-1.493317,7.909673,9.668116,-1.757839,29.297322,0.347092,0.048617,-0.116404,0.929308
0.052199,-0.004794,0.241286,1.398713,-1.496910,7.912068,9.668116,-1.757839,29.883268,0.349310,0.048306,-0.116491,0.928482
0.051666,-0.004261,0.241819,1.391528,-1.490922,7.918055,9.375143,-2.343786,30.762188,0.349037,0.048327,-0.116418,0.928593
0.051666,-0.005326,0.241819,1.401108,-1.489725,7.914463,8.935683,-3.076219,30.322728,0.349009,0.048419,-0.116482,0.928590
0.051133,-0.004261,0.242351,1.403503,-1.489725,7.910870,7.763790,-3.076219,30.615702,0.359051,0.047108,-0.116995,0.924757
0.052199,-0.004794,0.241819,1.401108,-1.487330,7.908475,10.400549,-2.783246,30.908675,0.345605,0.048768,-0.116258,0.929872
0.051666,-0.004794,0.241819,1.398713,-1.489725,7.912068,10.693523,-1.904326,30.908675,0.364805,0.046290,-0.117265,0.922509
0.052199,-0.005326,0.241819,1.399910,-1.494515,7.912068,10.107576,-2.783246,31.494621,0.377466,0.044649,-0.117892,0.917402
0.052199,-0.004794,0.242351,1.398713,-1.490922,7.919253,7.617304,-1.464866,30.762188,0.397124,0.042046,-0.118765,0.909076
0.052199,-0.005859,0.241286,1.395120,-1.492120,7.912068,8.203250,-3.515679,30.469215,0.363376,0.046366,-0.117157,0.923083
0.052199,-0.004261,0.242884,1.399910,-1.490922,7.907278,9.521630,-1.904326,31.201648,0.372806,0.045111,-0.117613,0.919319
0.052199,-0.004794,0.242351,1.395120,-1.495713,7.926438,8.203250,-1.757839,30.762188,0.371045,0.045295,-0.117499,0.920037
0.051666,-0.004261,0.242351,1.398713,-1.487330,7.921648,7.763790,-3.076219,30.908675,0.346682,0.048388,-0.116267,0.929490
0.052199,-0.004794,0.240753,1.393923,-1.495713,7.910870,8.642710,-3.076219,29.443809,0.327991,0.050694,-0.115335,0.936243
0.051133,-0.004261,0.241286,1.397515,-1.493317,7.901290,9.082170,-3.222705,30.469215,0.334931,0.049827,-0.115680,0.933786
0.051666,-0.004794,0.241286,1.392725,-1.490922,7.921648,8.349737,-2.197299,30.029755,0.346626,0.048344,-0.116193,0.929523
0.052199,-0.004261,0.241819,1.391528,-1.493317,7.925241,8.642710,-3.369192,30.615702,0.330897,0.050312,-0.115390,0.935233
0.051666,-0.003728,0.241819,1.389133,-1.499305,7.918055,8.789197,-4.101625,31.348135,0.336773,0.049643,-0.115761,0.933123
0.051666,-0.004794,0.241819,1.395120,-1.489725,7.919253,9.375143,-3.222705,31.348135,0.359483,0.046923,-0.116917,0.924608
0.052199,-0.005326,0.241286,1.397515,-1.490922,7.913265,8.203250,-1.757839,31.055161,0.374831,0.044987,-0.117720,0.918488
0.052199,-0.004261,0.242351,1.387935,-1.490922,7.906080,9.228656,-3.076219,30.322728,0.349497,0.048158,-0.116448,0.928425
0.051666,-0.003728,0.242351,1.395120,-1.492120,7.914463,8.496223,-2.343786,31.055161,0.364024,0.046417,-0.117257,0.922813
0.051666,-0.004261,0.241286,1.393923,-1.494515,7.912068,8.496223,-2.929732,30.176242,0.350388,0.048218,-0.116591,0.928068
0.052199,-0.004794,0.241286,1.391528,-1.492120,7.902488,9.668116,-2.636759,29.883268,0.350832,0.048235,-0.116618,0.927896
0.052731,-0.005326,0.241286,1.405898,-1.492120,7.912068,8.789197,-1.757839,30.176242,0.365368,0.046457,-0.117396,0.922261
0.052731,-0.005326,0.241286,1.391528,-1.494515,7.932426,9.082170,-2.343786,30.762188,0.353471,0.047870,-0.116779,0.926892
0.051666,-0.004261,0.242351,1.402305,-1.495713,7.913265,8.789197,-2.050813,29.883268,0.349442,0.048452,-0.116700,0.928398
0.052199,-0.004794,0.241286,1.411886,-1.496910,7.919253,9.375143,-2.929732,31.348135,0.340136,0.049633,-0.116176,0.931852
