-0.024910,-0.045784,0.038230,-0.033488,-0.317640,0.008201
-0.024872,-0.045778,0.029696,-0.032290,-0.315152,0.004228
-0.024763,-0.045776,0.037843,-0.033425,-0.316642,0.008630
-0.024786,-0.045745,0.040669,-0.033834,-0.316988,0.010096
-0.024838,-0.045749,0.039462,-0.033772,-0.318701,0.009545
-0.025142,-0.045710,0.042986,-0.034309,-0.318260,0.011106
-0.025440,-0.045814,0.037121,-0.033518,-0.317510,0.008030
-0.025078,-0.045534,0.041290,-0.033922,-0.316689,0.010370
-0.025205,-0.045582,0.047790,-0.034729,-0.316493,0.013345
-0.025406,-0.045803,0.049175,-0.034682,-0.313037,0.013533
-0.025130,-0.045715,0.051429,-0.034726,-0.313784,0.014289
-0.024830,-0.045783,0.051296,-0.034593,-0.315342,0.014017
-0.024742,-0.045991,0.044668,-0.033647,-0.314388,0.010664
-0.024889,-0.046042,0.044038,-0.033688,-0.313558,0.010412
-0.025029,-0.045582,0.039310,-0.033344,-0.315679,0.008209
-0.025281,-0.045658,0.037987,-0.033454,-0.318145,0.007702
-0.025190,-0.046413,0.043614,-0.034171,-0.317493,0.010581
-0.025416,-0.046846,0.038088,-0.033388,-0.313935,0.007818
-0.025375,-0.046489,0.045173,-0.034333,-0.312840,0.011452
-0.025677,-0.045554,0.046755,-0.034712,-0.312824,0.012098
-0.025866,-0.045012,0.054498,-0.035727,-0.312254,0.015575
-0.025703,-0.046051,0.053193,-0.035387,-0.314894,0.014485
-0.025283,-0.046814,0.055923,-0.035482,-0.316565,0.015416
-0.025812,-0.046306,0.055358,-0.035338,-0.314704,0.014183
-0.025956,-0.046280,0.047752,-0.034534,-0.319775,0.009800
-0.026001,-0.046212,0.039973,-0.033426,-0.319426,0.005651
-0.026045,-0.046256,0.039908,-0.033412,-0.319391,0.005503
-0.026001,-0.046341,0.038908,-0.033117,-0.315381,0.004960
-0.026185,-0.046232,0.040148,-0.033251,-0.312890,0.005384
-0.026181,-0.046313,0.044547,-0.033737,-0.311732,0.007362
-0.026574,-0.046342,0.042428,-0.033583,-0.312237,0.005887
-0.026430,-0.046313,0.039890,-0.033231,-0.313719,0.004544
-0.026920,-0.046112,0.031158,-0.032207,-0.312409,0.000040
-0.026950,-0.046226,0.034664,-0.032692,-0.311406,0.001981
-0.026938,-0.046474,0.032810,-0.032552,-0.313211,0.001324
-0.026890,-0.046371,0.042401,-0.033815,-0.312209,0.006227
-0.027066,-0.046386,0.033197,-0.032825,-0.313193,0.001762
-0.027019,-0.046495,0.044105,-0.034289,-0.314401,0.007285
-0.027228,-0.046611,0.041712,-0.034062,-0.314602,0.005945
-0.027138,-0.046676,0.040319,-0.033914,-0.314984,0.005383
-0.027347,-0.046794,0.037435,-0.033640,-0.314068,0.004042
-0.027187,-0.046979,0.039360,-0.033920,-0.313793,0.005320
-0.027533,-0.047014,0.044330,-0.034785,-0.315248,0.007735
-0.027285,-0.047129,0.049995,-0.035564,-0.318811,0.010587
-0.027708,-0.047439,0.045307,-0.035298,-0.322214,0.007990
-0.027558,-0.047779,0.047554,-0.035563,-0.319461,0.009138
-0.028018,-0.047812,0.045543,-0.035621,-0.320913,0.007928
-0.027938,-0.048159,0.058676,-0.037381,-0.320947,0.014190
-0.028180,-0.048690,0.060407,-0.037624,-0.321108,0.014295
-0.028442,-0.048888,0.058853,-0.037361,-0.319610,0.012672
-0.028865,-0.049046,0.066175,-0.038547,-0.324374,0.015249
-0.029069,-0.049764,0.067265,-0.038646,-0.325409,0.014552
-0.029512,-0.050420,0.069376,-0.038953,-0.327557,0.014038
-0.029825,-0.050800,0.072253,-0.039232,-0.328823,0.013683
-0.030038,-0.051341,0.065564,-0.038068,-0.327871,0.008647
-0.030436,-0.052303,0.061094,-0.037281,-0.326714,0.004699
-0.030930,-0.053222,0.053483,-0.036238,-0.327126,-0.000695
-0.031469,-0.054335,0.051148,-0.036043,-0.328990,-0.003385
-0.031917,-0.055411,0.048720,-0.035617,-0.324697,-0.006043
-0.032932,-0.057188,0.054422,-0.036786,-0.327242,-0.004933
-0.034499,-0.061189,0.051388,-0.037859,-0.329715,-0.006629
-0.038403,-0.069300,0.045648,-0.039096,-0.340323,-0.015796
-0.036930,-0.071666,0.055494,-0.041945,-0.343337,-0.006112
-0.030776,-0.050352,0.062689,-0.039708,-0.322776,0.006636
-0.024900,-0.037008,0.103794,-0.047732,-0.306834,0.055274
-0.021337,-0.031604,0.116409,-0.047153,-0.300595,0.066528
-0.020651,-0.031302,0.121257,-0.047311,-0.296556,0.068867
-0.021477,-0.032572,0.124737,-0.048523,-0.296999,0.069252
-0.021838,-0.033625,0.125656,-0.048824,-0.294708,0.067951
-0.022600,-0.034684,0.125994,-0.048970,-0.289951,0.065977
-0.023273,-0.035790,0.120456,-0.048739,-0.288933,0.061184
-0.024217,-0.037180,0.120213,-0.049208,-0.286240,0.058774
-0.024946,-0.038697,0.120805,-0.049906,-0.285250,0.056686
-0.026068,-0.040470,0.110759,-0.049411,-0.283599,0.049328
-0.027114,-0.042214,0.105983,-0.049590,-0.280294,0.044702
-0.028932,-0.044445,0.099419,-0.050252,-0.279455,0.039168
-0.030700,-0.046767,0.092661,-0.051063,-0.277818,0.034146
-0.033238,-0.049504,0.084212,-0.052041,-0.274827,0.028458
-0.036158,-0.052039,0.076584,-0.053679,-0.273962,0.023309
-0.039591,-0.055609,0.082277,-0.056373,-0.269874,0.022622
-0.043583,-0.059327,0.073281,-0.057693,-0.268599,0.014414
-0.048194,-0.063423,0.053392,-0.057846,-0.265868,0.001023
-0.053900,-0.067901,0.043326,-0.059755,-0.264940,-0.008200
-0.060582,-0.073177,0.039348,-0.062351,-0.259358,-0.015149
-0.069083,-0.079116,0.039176,-0.065769,-0.255028,-0.022041
-0.078816,-0.085617,0.032961,-0.068409,-0.244831,-0.032407
-0.091320,-0.091977,0.031225,-0.072441,-0.234661,-0.041787
-0.104514,-0.097829,0.018953,-0.073829,-0.227086,-0.070104
-0.121826,-0.092789,-0.001096,-0.076439,-0.210930,-0.111695
-0.136172,-0.043825,-0.041234,-0.083624,-0.154582,-0.168995
-0.138537,0.081288,-0.032754,-0.104435,0.051486,-0.160898
-0.185326,0.111020,-0.019199,-0.149945,0.106807,-0.162145
-0.204641,0.121205,-0.038165,-0.160361,0.112466,-0.202563
-0.181539,0.115056,-0.087634,-0.126419,0.096468,-0.264078
-0.145041,0.108111,-0.151508,-0.079126,0.075494,-0.345818
-0.083513,0.129772,-0.279477,-0.011636,0.063031,-0.483207
-0.062265,0.149228,-0.408983,0.021650,0.060697,-0.628793
-0.067171,0.282554,-0.587850,0.036019,0.150570,-0.746027
