0.005859,-0.329704,-2.265319,6.325343,1.568762,4.949383,15.527581,2.636759,-41.016251,-0.398658,-0.057089,0.912649,-0.069883
0.361663,-0.103865,-1.880220,6.231936,0.334110,5.222420,14.648661,-0.878920,-40.430304,-0.396758,0.010050,0.911312,-0.109508
0.085222,-0.116648,-1.556375,8.003080,-0.947245,6.405577,14.648661,-4.101625,-41.016251,-0.388153,0.067847,0.909374,-0.133315
0.139552,0.324378,-0.349945,8.224623,-1.228664,5.424802,11.718929,-5.566491,-41.016251,-0.379365,0.111224,0.904848,-0.157991
0.050601,0.248743,0.132095,7.737229,-0.669418,6.185232,12.158389,-8.349737,-41.748684,-0.365700,0.123233,0.906928,-0.168996
-0.101734,0.461799,-0.381370,7.222292,-0.603554,6.295405,12.451362,-6.884871,-41.748684,-0.354933,0.124318,0.909917,-0.174983
-0.225307,0.010120,-0.130497,8.347968,-0.506554,6.293010,13.183795,-7.031357,-41.602197,-0.334539,0.136866,0.912014,-0.193861
-0.067113,-0.579513,0.356869,7.018712,-0.643073,5.985245,11.132982,-7.031357,-42.188144,-0.325151,0.146958,0.909399,-0.213713
-0.030893,-0.424514,0.132627,6.703762,-0.825097,5.944529,11.865415,-6.884871,-41.748684,-0.335637,0.148168,0.903025,-0.223473
0.052199,-0.198675,-0.258863,6.637898,-1.361589,5.787653,10.547036,-7.324331,-41.016251,-0.340324,0.153705,0.897089,-0.236189
0.157129,-0.350477,-0.568327,6.545688,-1.457392,6.174455,9.521630,-7.470817,-39.697871,-0.337257,0.165803,0.891881,-0.251625
-0.056993,-0.209328,-0.918805,6.052307,-1.895687,5.952912,9.521630,-9.814603,-39.990845,-0.335324,0.188353,0.883550,-0.267247
-0.100136,-0.045807,-0.546489,5.447555,-1.150824,6.524133,8.056764,-10.107576,-40.283818,-0.326857,0.214693,0.873241,-0.290724
-0.377109,-0.149139,-0.284963,6.406775,-1.187948,6.448688,6.591897,-10.986496,-39.111925,-0.317941,0.233962,0.863322,-0.314403
-0.209860,-0.168314,-0.609873,4.743409,-0.723307,6.919317,6.152438,-9.961089,-38.965438,-0.316206,0.248084,0.849196,-0.342542
0.236492,0.188555,-1.538798,5.841542,-1.793897,5.895431,4.394598,-11.718929,-39.258412,-0.310041,0.271693,0.831363,-0.372683
1.121741,-0.414927,-1.375810,5.876270,-2.895623,6.205590,3.222705,-12.011902,-39.551385,-0.280605,0.316025,0.812061,-0.402426
0.895901,0.372848,-1.752387,5.446358,-5.209247,7.154033,-0.439460,-15.967041,-41.162737,-0.255308,0.367320,0.798157,-0.403533
